,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
754,INDOTHAI,Indo Thai Securities Limited,BE,02-NOV-2011,10,1,INE337M01013,10
755,INDOWIND,Indowind Energy Limited,BE,14-SEP-2007,10,1,INE227G01018,10
756,INDRAMEDCO,Indraprastha Medical Corporation Limited,BE,17-APR-1997,10,1,INE681B01017,10
757,INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-JUL-1997,10,1,INE915B01019,10
758,INDSWFTLTD,Ind-Swift Limited,EQ,18-OCT-2004,2,1,INE788B01028,2
759,INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2
760,INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10
761,INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10
762,INEOSSTYRO,INEOS Styrolution India Limited,EQ,29-MAR-1995,10,1,INE189B01011,10
763,INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1
764,INFOBEAN,InfoBeans Technologies Limited,EQ,15-JUL-2019,10,1,INE344S01016,10
765,INFOMEDIA,Infomedia Press Limited,EQ,12-OCT-2006,10,1,INE669A01022,10
766,INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5
767,INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10
768,INOXGREEN,Inox Green Energy Services Limited,EQ,23-NOV-2022,10,1,INE510W01014,10
769,INOXLEISUR,INOX Leisure Limited,EQ,23-FEB-2006,10,1,INE312H01016,10
770,INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10
771,INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10
772,INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10
773,INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5
774,INTENTECH,Intense Technologies Limited,EQ,23-MAR-2017,2,1,INE781A01025,2
775,INTLCONV,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1
776,INVENTURE,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1
777,IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10
778,IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10
779,IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,10,1,INE485C01011,10
780,IONEXCHANG,ION Exchange (India) Limited,EQ,22-FEB-2022,10,1,INE570A01014,10
781,IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1
782,IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1
783,IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,10,1,INE821I01014,10
784,IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2
785,IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2
786,IRFC,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10
787,IRIS,Iris Business Services Limited,EQ,08-NOV-2021,10,1,INE864K01010,10
788,IRISDOREME,Iris Clothings Limited,EQ,22-FEB-2021,10,1,INE01GN01017,10
789,ISEC,ICICI Securities Limited,EQ,04-APR-2018,5,1,INE763G01038,5
790,ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10
791,ISGEC,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1
792,ISMTLTD,ISMT Limited,EQ,28-AUG-2007,5,1,INE732F01019,5
793,ITC,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1
794,ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10
795,ITDCEM,ITD Cementation India Limited,EQ,10-FEB-1999,1,1,INE686A01026,1
796,ITI,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10
797,IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2
798,IVP,IVP Limited,EQ,13-SEP-1995,10,1,INE043C01018,10
799,IWEL,Inox Wind Energy Limited,EQ,11-JUN-2021,10,1,INE0FLR01028,10
800,IZMO,IZMO Limited,EQ,05-FEB-2007,10,1,INE848A01014,10
801,J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1
802,JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2
803,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,5,1,INE048B01027,5
804,JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,10,1,INE091G01018,10
805,JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1
806,JAIPURKURT,Nandani Creation Limited,BE,02-SEP-2021,10,1,INE696V01013,10
807,JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1
808,JASH,Jash Engineering Limited,EQ,30-OCT-2019,10,1,INE039O01011,10
809,JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5
810,JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-JAN-1996,5,1,INE571B01028,5
811,JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10
812,JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5
813,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,2,1,INE572A01028,2
814,JBFIND,JBF Industries Limited,EQ,25-FEB-2004,10,1,INE187A01017,10
815,JBMA,JBM Auto Limited,EQ,17-DEC-2004,2,1,INE927D01044,2
816,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10
817,JETAIRWAYS,Jet Airways (India) Limited,BZ,14-MAR-2005,10,1,INE802G01018,10
818,JETFREIGHT,Jet Freight Logistics Limited,EQ,21-DEC-2021,5,1,INE982V01025,5
819,JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10
820,JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10
821,JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10
822,JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,2,1,INE324A01024,2
823,JINDALSTEL,Jindal Steel & Power Limited,EQ,29-DEC-1999,1,1,INE749A01030,1
824,JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5
825,JINDWORLD,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1
826,JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2
827,JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2
828,JITFINFRA,JITF Infralogistics Limited,BE,27-FEB-2017,2,1,INE863T01013,2
829,JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10
830,JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5
831,JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5
832,JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10
833,JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2
834,JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2
835,JMCPROJECT,JMC Projects (India)  Limited,EQ,26-NOV-2007,2,1,INE890A01024,2
836,JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1
837,JOCIL,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10
838,JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-JUN-2004,2,1,INE455F01025,2
839,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10
840,JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10
841,JSL,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2
842,JSLHISAR,Jindal Stainless (Hisar) Limited,EQ,28-JAN-2016,2,1,INE455T01018,2
843,JSWENERGY,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10
844,JSWHL,JSW Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10
845,JSWISPL,JSW Ispat Special Products Limited,EQ,12-SEP-2018,10,1,INE743C01021,10
846,JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1
847,JTEKTINDIA,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1
848,JTLIND,JTL INDUSTRIES LIMITED,EQ,23-DEC-2021,2,1,INE391J01024,2
849,JUBLFOOD,Jubilant Foodworks Limited,EQ,08-FEB-2010,2,1,INE797F01020,2
850,JUBLINDS,Jubilant Industries Limited,EQ,14-FEB-2011,10,1,INE645L01011,10
851,JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,INE0BY001018,1
852,JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,INE700A01033,1
853,JUSTDIAL,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10
854,JWL,Jupiter Wagons Limited,EQ,18-OCT-2010,10,1,INE209L01016,10
855,JYOTHYLAB,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1
856,JYOTISTRUC,Jyoti Structures Limited,BZ,19-JUL-1995,2,1,INE197A01024,2
857,KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5
858,KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1
859,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10
860,KALPATPOWR,Kalpataru Power Transmission Limited,EQ,15-DEC-2000,2,1,INE220B01022,2
861,KALYANI,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10
862,KALYANIFRG,Kalyani Forge Limited,BE,20-DEC-2007,10,1,INE314G01014,10
863,KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-MAR-2021,10,1,INE303R01014,10
864,KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-MAY-1996,10,1,INE967C01018,10
865,KAMDHENU,Kamdhenu Limited,EQ,09-MAY-2006,10,1,INE390H01012,10
866,KANANIIND,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1
867,KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5
868,KANPRPLA,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10
869,KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1
870,KAPSTON,Kapston Services Limited,EQ,27-MAY-2020,10,1,INE542Z01010,10
871,KARMAENG,Karma Energy Limited,EQ,28-JUN-2011,10,1,INE725L01011,10
872,KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2
873,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,10,1,INE234I01010,10
874,KAVVERITEL,Kavveri Telecom Products Limited,EQ,29-JAN-2008,10,1,INE641C01019,10
875,KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,INE587G01015,10
876,KAYNES,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10
877,KBCGLOBAL,KBC Global Limited,EQ,02-APR-2018,1,1,INE278R01034,1
878,KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1
879,KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1
880,KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10
881,KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2
882,KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10
883,KEEPLEARN,DSJ Keep Learning Limited,BE,01-MAR-1995,1,1,INE055C01020,1
884,KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2
885,KELLTONTEC,Kellton Tech Solutions Limited,BE,02-MAR-2016,5,1,INE164B01022,5
886,KENNAMET,Kennametal India Limited,EQ,03-NOV-1994,10,1,INE717A01029,10
887,KERNEX,Kernex Microsystems (India) Limited,BE,20-DEC-2005,10,1,INE202H01019,10
888,KESORAMIND,Kesoram Industries Limited,EQ,06-SEP-1995,10,1,INE087A01019,10
889,KEYFINSERV,Keynote Financial Services Limited,EQ,26-JUN-1996,10,1,INE681C01015,10
890,KHADIM,Khadim India Limited,EQ,14-NOV-2017,10,1,INE834I01025,10
891,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-OCT-2020,1,1,INE745B01028,1
892,KHAITANLTD,Khaitan (India) Limited,BE,20-DEC-1995,10,1,INE731C01018,10
893,KHANDSE,Khandwala Securities Limited,BE,07-FEB-2001,10,1,INE060B01014,10
894,KICL,Kalyani Investment Company Limited,EQ,14-JAN-2011,10,1,INE029L01018,10
895,KILITCH,Kilitch Drugs (India) Limited,EQ,29-SEP-2010,10,1,INE729D01010,10
896,KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-JUN-2021,10,1,INE967H01017,10
897,KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-NOV-2016,10,1,INE473D01015,10
898,KIOCL,KIOCL Limited,EQ,29-NOV-2016,10,1,INE880L01014,10
899,KIRIINDUS,Kiri Industries Limited,EQ,22-APR-2008,10,1,INE415I01015,10
900,KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,13-NOV-2019,5,1,INE884B01025,5
901,KIRLOSBROS,Kirloskar Brothers Limited,EQ,20-APR-2010,2,1,INE732A01036,2
902,KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-DEC-2010,2,1,INE146L01010,2
903,KIRLOSIND,Kirloskar Industries Limited,EQ,24-JUN-2010,10,1,INE250A01039,10
904,KITEX,Kitex Garments Limited,EQ,25-SEP-2012,1,1,INE602G01020,1
905,KKCL,Kewal Kiran Clothing Limited,EQ,13-APR-2006,10,1,INE401H01017,10
906,KMSUGAR,K.M.Sugar Mills Limited,EQ,31-MAY-2007,2,1,INE157H01023,2
907,KNRCON,KNR Constructions Limited,EQ,18-FEB-2008,2,1,INE634I01029,2
908,KOHINOOR,Kohinoor Foods Limited,EQ,20-OCT-1999,10,1,INE080B01012,10
909,KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-JUL-2008,1,1,INE760A01029,1
910,KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-DEC-2007,10,1,INE094I01018,10
911,KOPRAN,Kopran Limited,EQ,09-JUN-1999,10,1,INE082A01010,10
912,KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-DEC-1995,5,1,INE237A01028,5
913,KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-DEC-2004,10,1,INE419A01022,10
914,KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-NOV-1996,10,1,INE720A01015,10
915,KOTHARIPRO,Kothari Products Limited,EQ,03-JUN-1998,10,1,INE823A01017,10
916,KOVAI,Kovai Medical Center and Hospital Limited,EQ,05-AUG-2021,10,1,INE177F01017,10
917,KPIGREEN,KPI Green Energy Limited,EQ,27-JUL-2021,10,1,INE542W01017,10
918,KPITTECH,KPIT Technologies Limited,EQ,22-APR-2019,10,1,INE04I401011,10
919,KPRMILL,K.P.R. Mill Limited,EQ,28-AUG-2007,1,1,INE930H01031,1
920,KRBL,KRBL Limited,EQ,21-JAN-2002,1,1,INE001B01026,1
921,KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-JAN-1996,10,1,INE268B01013,10
922,KRIDHANINF,Kridhan Infra Limited,EQ,11-DEC-2015,2,1,INE524L01026,2
923,KRISHANA,Krishana Phoschem Limited,EQ,22-AUG-2019,10,1,INE506W01012,10
924,KRITI,Kriti Industries (India) Limited,EQ,01-NOV-2021,1,1,INE479D01038,1
925,KRITIKA,Kritika Wires Limited,EQ,04-MAY-2022,2,1,INE00Z501029,2
926,KRITINUT,Kriti Nutrients Limited,EQ,07-OCT-2022,1,1,INE798K01010,1
927,KRSNAA,Krsnaa Diagnostics Limited,EQ,16-AUG-2021,5,1,INE08LI01020,5
928,KSB,Ksb Limited,EQ,08-FEB-1995,10,1,INE999A01015,10
929,KSCL,Kaveri Seed Company Limited,EQ,04-OCT-2007,2,1,INE455I01029,2
930,KSHITIJPOL,Kshitij Polyline Limited,EQ,27-JUL-2022,2,1,INE013801027,2
931,KSL,Kalyani Steels Limited,EQ,19-MAY-2010,5,1,INE907A01026,5
932,KSOLVES,Ksolves India Limited,EQ,23-SEP-2022,10,1,INE0D6I01015,10
933,KTKBANK,The Karnataka Bank Limited,EQ,10-MAY-2000,10,1,INE614B01018,10
934,KUANTUM,Kuantum Papers Limited,EQ,23-OCT-2019,1,1,INE529I01021,1
935,L&TFH,L&T Finance Holdings Limited,EQ,12-AUG-2011,10,1,INE498L01015,10
936,LAGNAM,Lagnam Spintex Limited,EQ,30-SEP-2021,10,1,INE548Z01017,10
937,LAKPRE,Lakshmi Precision Screws Limited,BZ,26-SEP-2006,10,1,INE651C01018,10
938,LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-DEC-2015,10,1,INE600L01024,10
939,LAMBODHARA,Lambodhara Textiles Limited,EQ,04-FEB-2015,5,1,INE112F01022,5
940,LANCER,Lancer Container Lines Limited,EQ,10-MAY-2022,5,1,INE359U01028,5
941,LANDMARK,Landmark Cars Limited,EQ,23-DEC-2022,5,1,INE559R01029,5
942,LAOPALA,La Opala RG Limited,EQ,16-MAR-2007,2,1,INE059D01020,2
943,LASA,Lasa Supergenerics Limited,EQ,21-SEP-2017,10,1,INE670X01014,10
944,LATENTVIEW,Latent View Analytics Limited,EQ,23-NOV-2021,1,1,INE0I7C01011,1
945,LAURUSLABS,Laurus Labs Limited,EQ,19-DEC-2016,2,1,INE947Q01028,2
946,LAXMICOT,Laxmi Cotspin Limited,EQ,12-NOV-2021,10,1,INE801V01019,10
947,LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-MAR-1995,10,1,INE269B01029,10
948,LCCINFOTEC,LCC Infotech Limited,EQ,02-MAR-2000,2,1,INE938A01021,2
949,LEMONTREE,Lemon Tree Hotels Limited,EQ,09-APR-2018,10,1,INE970X01018,10
950,LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-APR-2015,10,1,INE850E01012,10
951,LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-MAR-2010,10,1,INE337A01034,10
952,LGBFORGE,LGB Forge Limited,EQ,01-AUG-2008,1,1,INE201J01017,1
953,LIBAS,Libas Consumer Products Limited,EQ,23-JUL-2019,10,1,INE908V01012,10
954,LIBERTSHOE,Liberty Shoes Limited,EQ,27-SEP-1995,10,1,INE557B01019,10
955,LICHSGFIN,LIC Housing Finance Limited,EQ,29-JUL-1998,2,1,INE115A01026,2
956,LICI,Life Insurance Corporation Of India,EQ,17-MAY-2022,10,1,INE0J1Y01017,10
957,LIKHITHA,Likhitha Infrastructure Limited,EQ,15-OCT-2020,5,1,INE060901027,5
958,LINC,Linc Limited,EQ,09-MAR-2015,10,1,INE802B01019,10
959,LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-DEC-2015,10,1,INE405C01035,10
960,LINDEINDIA,Linde India Limited,EQ,16-JUN-1999,10,1,INE473A01011,10
961,LODHA,Macrotech Developers Limited,EQ,19-APR-2021,10,1,INE670K01029,10
962,LOKESHMACH,Lokesh Machines Limited,EQ,05-MAY-2006,10,1,INE397H01017,10
963,LOTUSEYE,Lotus Eye Hospital and Institute Limited,BE,11-JUL-2008,10,1,INE947I01017,10
964,LOVABLE,Lovable Lingerie Limited,EQ,24-MAR-2011,10,1,INE597L01014,10
965,LOYALTEX,Loyal Textile Mills Limited,EQ,11-AUG-2022,10,1,INE970D01010,10
966,LPDC,Landmark Property Development Company Limited,EQ,12-AUG-2008,1,1,INE197J01017,1
967,LSIL,Lloyds Steels Industries Limited,EQ,18-JUL-2016,1,1,INE093R01011,1
968,LT,Larsen & Toubro Limited,EQ,23-JUN-2004,2,1,INE018A01030,2
969,LTIM,LTIMindtree Limited,EQ,21-JUL-2016,1,1,INE214T01019,1
970,LTTS,L&T Technology Services Limited,EQ,23-SEP-2016,2,1,INE010V01017,2
971,LUMAXIND,Lumax Industries Limited,EQ,06-SEP-1995,10,1,INE162B01018,10
972,LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-JAN-2007,2,1,INE872H01027,2
973,LUPIN,Lupin Limited,EQ,10-SEP-2001,2,1,INE326A01037,2
974,LUXIND,Lux Industries Limited,EQ,30-NOV-2015,2,1,INE150G01020,2
975,LXCHEM,Laxmi Organic Industries Limited,EQ,25-MAR-2021,2,1,INE576O01020,2
976,LYKALABS,Lyka Labs Limited,EQ,08-FEB-1995,10,1,INE933A01014,10
977,LYPSAGEMS,Lypsa Gems & Jewellery Limited,EQ,05-NOV-2013,10,1,INE142K01011,10
978,M&M,Mahindra & Mahindra Limited,EQ,03-JAN-1996,5,1,INE101A01026,5
979,M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,17-MAR-2006,2,1,INE774D01024,2
980,MAANALU,Maan Aluminium Limited,EQ,22-OCT-2007,10,1,INE215I01019,10
981,MACPOWER,Macpower CNC Machines Limited,EQ,19-AUG-2020,10,1,INE155Z01011,10
982,MADHAV,Madhav Marbles and Granites Limited,EQ,20-DEC-2007,10,1,INE925C01016,10
983,MADHUCON,Madhucon Projects Limited,EQ,05-OCT-2006,1,1,INE378D01032,1
984,MADRASFERT,Madras Fertilizers Limited,EQ,25-JUL-1997,10,1,INE414A01015,10
985,MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE347W01011,10
986,MAGNUM,Magnum Ventures Limited,EQ,20-SEP-2007,10,1,INE387I01016,10
987,MAHABANK,Bank of Maharashtra,EQ,12-APR-2004,10,1,INE457A01014,10
988,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,21-JAN-1998,10,1,INE843B01013,10
989,MAHASTEEL,Mahamaya Steel Industries Limited,EQ,01-JUL-2016,10,1,INE451L01014,10
990,MAHEPC,Mahindra EPC Irrigation Limited,EQ,14-FEB-2020,10,1,INE215D01010,10
991,MAHESHWARI,Maheshwari Logistics Limited,EQ,15-APR-2019,10,1,INE263W01010,10
992,MAHINDCIE,Mahindra CIE Automotive Limited,EQ,30-AUG-2007,10,1,INE536H01010,10
993,MAHLIFE,Mahindra Lifespace Developers Limited,EQ,10-MAY-2000,10,1,INE813A01018,10
994,MAHLOG,Mahindra Logistics Limited,EQ,10-NOV-2017,10,1,INE766P01016,10
995,MAHSCOOTER,Maharashtra Scooters Limited,EQ,08-FEB-1995,10,1,INE288A01013,10
996,MAHSEAMLES,Maharashtra Seamless Limited,EQ,25-AUG-2004,5,1,INE271B01025,5
997,MAITHANALL,Maithan Alloys Limited,EQ,05-JUL-2011,10,1,INE683C01011,10
998,MALLCOM,Mallcom (India) Limited,EQ,02-FEB-2022,10,1,INE389C01015,10
999,MALUPAPER,Malu Paper Mills Limited,EQ,05-APR-2006,10,1,INE383H01017,10
1000,MANAKALUCO,Manaksia Aluminium Company Limited,EQ,30-MAR-2015,1,1,INE859Q01017,1
1001,MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,30-MAR-2015,1,1,INE830Q01018,1
1002,MANAKSIA,Manaksia Limited,EQ,08-JAN-2008,2,1,INE015D01022,2
1003,MANAKSTEEL,Manaksia Steels Limited,EQ,30-MAR-2015,1,1,INE824Q01011,1
1004,MANALIPETC,Manali Petrochemicals Limited,EQ,06-DEC-2006,5,1,INE201A01024,5
1005,MANAPPURAM,Manappuram Finance Limited,EQ,01-DEC-2014,2,1,INE522D01027,2
1006,MANGALAM,Mangalam Drugs And Organics Limited,EQ,23-MAY-2005,10,1,INE584F01014,10
1007,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,EQ,22-OCT-2007,10,1,INE558B01017,10
1008,MANGLMCEM,Mangalam Cement Limited,EQ,03-JAN-1996,10,1,INE347A01017,10
1009,MANINDS,Man Industries (India) Limited,EQ,24-JUN-2005,5,1,INE993A01026,5
1010,MANINFRA,Man Infraconstruction Limited,EQ,11-MAR-2010,2,1,INE949H01023,2
1011,MANORAMA,Manorama Industries Limited,EQ,01-JUL-2022,10,1,INE00VM01010,10
1012,MANORG,Mangalam Organics Limited,EQ,02-NOV-2021,10,1,INE370D01013,10
1013,MANUGRAPH,Manugraph India Limited,EQ,14-SEP-2006,2,1,INE867A01022,2
1014,MANYAVAR,Vedant Fashions Limited,EQ,16-FEB-2022,1,1,INE825V01034,1
1015,MAPMYINDIA,C.E. Info Systems Limited,EQ,21-DEC-2021,2,1,INE0BV301023,2
1016,MARALOVER,Maral Overseas Limited,EQ,08-FEB-1995,10,1,INE882A01013,10
1017,MARATHON,Marathon Nextgen Realty Limited,EQ,29-SEP-2016,5,1,INE182D01020,5
1018,MARICO,Marico Limited,EQ,01-MAY-1996,1,1,INE196A01026,1
1019,MARINE,Marine Electricals (India) Limited,EQ,02-DEC-2020,2,1,INE01JE01028,2
1020,MARKSANS,Marksans Pharma Limited,EQ,21-JAN-2002,1,1,INE750C01026,1
1021,MARSHALL,Marshall Machines Limited,EQ,22-NOV-2021,10,1,INE00SZ01018,10
1022,MARUTI,Maruti Suzuki India Limited,EQ,09-JUL-2003,5,1,INE585B01010,5
1023,MASFIN,MAS Financial Services Limited,EQ,18-OCT-2017,10,1,INE348L01012,10
1024,MASKINVEST,Mask Investments Limited,BE,14-OCT-2016,10,1,INE885F01015,10
1025,MASTEK,Mastek Limited,EQ,10-MAY-1995,5,1,INE759A01021,5
1026,MATRIMONY,Matrimony.Com Limited,EQ,21-SEP-2017,5,1,INE866R01028,5
1027,MAWANASUG,Mawana Sugars Limited,EQ,20-MAR-2009,10,1,INE636A01039,10
1028,MAXHEALTH,Max Healthcare Institute Limited,EQ,21-AUG-2020,10,1,INE027H01010,10
1029,MAXIND,Max India Limited,EQ,28-AUG-2020,10,1,INE0CG601016,10
1030,MAXVIL,Max Ventures and Industries Limited,EQ,22-JUN-2016,10,1,INE154U01015,10
1031,MAYURUNIQ,Mayur Uniquoters Ltd,EQ,25-SEP-2012,5,1,INE040D01038,5
1032,MAZDA,Mazda Limited,EQ,01-NOV-2016,10,1,INE885E01034,10
1033,MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,12-OCT-2020,10,1,INE249Z01012,10
1034,MBAPL,Madhya Bharat Agro Products Limited,BE,22-AUG-2019,10,1,INE900L01010,10
1035,MBECL,Mcnally Bharat Engineering Company Limited,BE,06-OCT-2006,10,1,INE748A01016,10
1036,MBLINFRA,MBL Infrastructure Limited,EQ,11-JAN-2010,10,1,INE912H01013,10
1037,MCDOWELL-N,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2
1038,MCL,Madhav Copper Limited,EQ,19-AUG-2020,5,1,INE813V01022,5
