,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1608,SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10
1609,SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10
1610,SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1
1611,SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2
1612,SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022,1,1,INE312C01025,1
1613,SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10
1614,SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10
1615,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10
1616,TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2
1617,TAKE,Take Solutions Limited,EQ,27-AUG-2007,1,1,INE142I01023,1
1618,TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,10,1,INE187D01011,10
1619,TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1
1620,TANTIACONS,Tantia Constructions Limited,BZ,19-FEB-2008,10,1,INE388G01018,10
1621,TARAPUR,Tarapur Transformers Limited,EQ,18-MAY-2010,10,1,INE747K01017,10
1622,TARC,TARC Limited,EQ,18-DEC-2020,2,1,INE0EK901012,2
1623,TARMAT,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10
1624,TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2
1625,TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10
1626,TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10
1627,TATACOFFEE,Tata Coffee Limited,EQ,16-FEB-2000,1,1,INE493A01027,1
1628,TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10
1629,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1
1630,TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10
1631,TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,10,1,INE672A01018,10
1632,TATAMETALI,Tata Metaliks Limited,EQ,27-MAY-2003,10,1,INE056C01010,10
1633,TATAMOTORS,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2
1634,TATAMTRDVR,Tata Motors Limited,EQ,05-NOV-2008,2,1,IN9155A01020,2
1635,TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1
1636,TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1
1637,TATASTLLP,Tata Steel Long Products Limited,EQ,24-FEB-2003,10,1,INE674A01014,10
1638,TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10
1639,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10
1640,TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2
1641,TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2
1642,TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-JUL-2018,2,1,INE778U01029,2
1643,TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10
1644,TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1
1645,TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,2,1,INE419M01027,2
1646,TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10
1647,TECHIN,Techindia Nirman Limited,EQ,08-SEP-2011,10,1,INE778A01021,10
1648,TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5
1649,TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2
1650,TEGA,Tega Industries Limited,EQ,13-DEC-2021,10,1,INE011K01018,10
1651,TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017,10,1,INE010J01012,10
1652,TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021,10,1,INE869Y01010,10
1653,TERASOFT,Tera Software Limited,EQ,29-DEC-2016,10,1,INE482B01010,10
1654,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1
1655,TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10
1656,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,INE621L01012,1
1657,TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10,1,INE305A01015,10
1658,TFL,Transwarranty Finance Limited,EQ,26-FEB-2007,10,1,INE804H01012,10
1659,TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10,1,INE797H01018,10
1660,THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,INE085J01014,10
1661,THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,10,1,INE924D01017,10
1662,THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,10,1,INE083B01016,10
1663,THERMAX,Thermax Limited,EQ,30-AUG-1995,2,1,INE152A01029,2
1664,THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,INE332A01027,1
1665,THOMASCOTT,Thomas Scott (India) Limited,BE,30-JAN-2012,10,1,INE480M01011,10
1666,THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,10,1,INE594H01019,10
1667,TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,10,1,INE133E01013,10
1668,TIDEWATER,Tide Water Oil Company (India) Limited,EQ,16-JAN-2007,2,1,INE484C01030,2
1669,TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10,1,INE545H01011,10
1670,TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017,1,1,INE974X01010,1
1671,TIJARIA,Tijaria Polypipes Limited,BE,14-OCT-2011,10,1,INE440L01017,10
1672,TIL,TIL Limited,BE,27-SEP-1995,10,1,INE806C01018,10
1673,TIMESGTY,Times Guaranty Limited,EQ,11-JUN-2002,10,1,INE289C01025,10
1674,TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,1,1,INE508G01029,1
1675,TIMKEN,Timken India Limited,EQ,06-FEB-2007,10,1,INE325A01013,10
1676,TINPLATE,The Tinplate Company of India Limited,EQ,27-JAN-2006,10,1,INE422C01014,10
1677,TIPSFILMS,Tips Films Limited,EQ,06-OCT-2022,10,1,INE0LQS01015,10
1678,TIPSINDLTD,TIPS Industries Limited,EQ,10-NOV-2000,10,1,INE716B01011,10
1679,TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,INE338A01024,1
1680,TIRUPATIFL,Tirupati Forge Limited,EQ,04-AUG-2020,2,1,INE319Y01024,2
1681,TITAN,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1
1682,TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10,1,INE668A01016,10
1683,TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10,1,INE148A01019,10
1684,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10
1685,TNTELE,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,INE141D01018,10
1686,TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,INE932C01012,10
1687,TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5
1688,TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10
1689,TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,10,1,INE336X01012,10
1690,TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-JAN-2020,10,1,INE486Y01013,10
1691,TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,2,1,INE413G01022,2
1692,TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,INE0HMF01019,1
1693,TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-AUG-2011,10,1,INE040M01013,10
1694,TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-DEC-2018,10,1,INE00CA01015,10
1695,TRENT,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1
1696,TRF,TRF Limited,EQ,26-MAR-2010,10,1,INE391D01019,10
1697,TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1
1698,TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,INE948A01012,10
1699,TRIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,1,1,INE763I01026,1
1700,TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1
1701,TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1
1702,TRU,TruCap Finance Limited,EQ,10-MAY-2022,2,1,INE615R01029,2
1703,TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015,10,1,INE910C01018,10
1704,TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,1,1,INE690A01028,1
1705,TTL,T T Limited,EQ,22-FEB-2007,10,1,INE592B01016,10
1706,TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,10,1,INE517B01013,10
1707,TV18BRDCST,TV18 Broadcast Limited,EQ,08-FEB-2007,2,1,INE886H01027,2
1708,TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003,10,1,INE236G01019,10
1709,TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1
1710,TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10
1711,TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5
1712,TVVISION,TV Vision Limited,BE,15-SEP-2016,10,1,INE871L01013,10
1713,TWL,Titagarh Wagons Limited,EQ,21-APR-2008,2,1,INE615H01020,2
1714,UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1
1715,UCALFUEL,Ucal Fuel Systems Limited,EQ,13-SEP-1995,10,1,INE139B01016,10
1716,UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10
1717,UDAICEMENT,Udaipur Cement Works Limited,EQ,23-DEC-2021,4,1,INE225C01029,4
1718,UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10
1719,UFO,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10
1720,UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1
1721,UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,10,1,INE583D01011,10
1722,UJAAS,Ujaas Energy Limited,BE,20-OCT-2011,1,1,INE899L01022,1
1723,UJJIVAN,Ujjivan Financial Services Limited,EQ,10-MAY-2016,10,1,INE334L01012,10
1724,UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10
1725,ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10
1726,UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,10,1,INE0GIU01018,10
1727,UMANGDAIRY,Umang Dairies Limited,EQ,02-DEC-2015,5,1,INE864B01027,5
1728,UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010,1,1,INE240C01028,1
1729,UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2
1730,UNIDT,United Drilling Tools Limited,EQ,25-SEP-2020,10,1,INE961D01019,10
1731,UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2
1732,UNIINFO,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10,1,INE481Z01011,10
1733,UNIONBANK,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10
1734,UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022,10,1,INE244O01017,10
1735,UNITECH,Unitech Limited,BZ,08-SEP-1999,2,1,INE694A01020,2
1736,UNITEDPOLY,United Polyfab Gujarat Limited,BE,31-DEC-2021,10,1,INE368U01011,10
1737,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10
1738,UNIVASTU,Univastu India Limited,EQ,22-JUN-2020,10,1,INE562X01013,10
1739,UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10
1740,UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,10,1,INE03V001013,10
1741,UNOMINDA,UNO Minda Limited,EQ,02-FEB-2007,2,1,INE405E01023,2
1742,UPL,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2
1743,URJA,Urja Global Limited,EQ,28-MAR-2017,1,1,INE550C01020,1
1744,USHAMART,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1
1745,UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,INE094J01016,10
1746,UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10
1747,V2RETAIL,V2 Retail Limited,EQ,04-JUL-2007,10,1,INE945H01013,10
1748,VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10
1749,VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,2,1,INE884A01027,2
1750,VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,10,1,INE972X01014,10
1751,VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006,1,1,INE051B01021,1
1752,VALIANTORG,Valiant Organics Limited,EQ,23-JUL-2021,10,1,INE565V01010,10
1753,VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10
1754,VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,10,1,INE835A01011,10
